Number,Created,Resolved,Priority,Incident State,Reassignment count,Assignment group,Short description,Category,Subcategory,Country
INC7333567,2025-01-22 05:45:42,2025-01-29 07:40:33,4 - Low,Autoclosed,1,EUS_GB_00274,IN: NSH: PH: Unable to access clearcase - Get error as  Installation requires Avecto blank policy.  Installed policy is 'DT Production Policy',Functionality Error,Break/Fix,United Kingdom
INC7333554,2025-01-22 05:26:05,2025-01-22 07:23:56,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : Status Check on RITM5254609,Coaching,Technical Question,United Kingdom
INC7333494,2025-01-22 04:47:30,2025-01-22 08:43:23,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : Employee Account reactivated but email returns an error - mmrksic wasn't found at phinia.com.,Error Message,Error Message,United Kingdom
INC7333493,2025-01-22 04:40:22,2025-02-21 10:18:05,4 - Low,Autoclosed,2,SAP_SECURITY_Internal,IN : JM : PH - SAP - GRC Sync Jobs to be checked and setup in PG1.,Error Message,Error Message,Romania
INC7333486,2025-01-22 04:39:17,2025-01-22 11:40:38,4 - Low,Autoclosed,1,SAP_EAI,IN: NSH: PH:  File retrieval request: PC_A305_DT_20250121_163732259.csv,Error Message,Error Message,United Kingdom
INC7333480,2025-01-22 04:33:40,2025-01-24 05:03:53,4 - Low,Autoclosed,1,SAP_SECURITY,IN:BS:PH-SAP -  Unable to access SAP PR1 ,Error Message,Error Message,United Kingdom
INC7333404,2025-01-22 04:00:54,2025-01-22 05:35:56,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : JM : PH - Active Directory Password Reset - Successful ,Access/Lockout,Password Reset,Poland
INC7333393,2025-01-22 03:55:16,2025-01-30 04:58:14,4 - Low,Autoclosed,1,SAP_SECURITY_PH1,"IN:VGM:PH: SAP-->Need FFID in PN1,PG1 and PH1 systems",Error Message,Error Message,Romania
INC7333359,2025-01-22 03:26:18,2025-01-24 06:09:58,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:HP:PH:  SAP - SAP ACCESS REQUEST,Error Message,Error Message,Turkey
INC7333337,2025-01-22 03:13:49,2025-01-23 03:34:23,4 - Low,Autoclosed,1,EUS_FR_00202,IN: AL: PH - Admin Rights: Wifi device is deactivated on my laptop,Error Message,Failure/Down,France
INC7333336,2025-01-22 03:12:08,2025-01-29 03:33:07,4 - Low,Closed,3,SAP_PURCHASE_TO_PAY,IN:PAK:PH: SAP - User is facing  issues in SAP with MD04,Error Message,Error Message,Romania
INC7333334,2025-01-22 03:11:24,2025-01-22 04:06:49,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: AL: PH -Pop Up: Antivirus Notification on PC,Coaching,Technical Question,United Kingdom
INC7333262,2025-01-22 02:58:04,2025-01-23 09:17:02,4 - Low,Closed,0,APP_ENG_LIC_MAN,IN: MKR: PH: Hightec compiler - Issue with Hightec compiler license.,Functionality Error,Slow/No Response,Turkey
INC7333169,2025-01-22 01:28:58,2025-01-29 02:17:13,4 - Low,Autoclosed,2,SAP_SECURITY,IN : RR : PH : SAP - User unable to log in to easy ,Error Message,Error Message,Poland
INC7332685,2025-01-21 12:08:55,2025-01-22 04:20:00,4 - Low,Closed,1,APP_ENT_SERVICENOW,IN : ND :PH : Active Directory - Account has been disabled Issue,Access/Lockout,Insufficient Access,United Kingdom
INC7332589,2025-01-21 10:22:07,2025-01-30 03:10:06,4 - Low,Closed,1,EUS_FR_00202,IN: NSH: PH: Hardware issue - PC has blue screen and laptop work slowly.,Functionality Error,Break/Fix,France
INC7332532,2025-01-21 09:50:44,2025-01-22 03:50:29,4 - Low,Autoclosed,1,SAP_SECURITY,IN:BS:PH- SAP -  Please forward the GRC requests from NET ID to PHINIA ID,Error Message,Error Message,Romania
INC7332531,2025-01-21 09:47:01,2025-02-19 08:07:50,4 - Low,Closed,2,SAP_LABEL_PRINTING,"IN : JM : PH - SAP - need to copy the format of label from Blonie to RO10 For this pn  42004421 ,28452629,28449497 to ship to 761313",Error Message,Error Message,Romania
INC7332502,2025-01-21 09:21:17,2025-01-22 05:18:16,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS:PH- AD - Password reinit for RIDOR Ludovic,Access/Lockout,Password Reset,France
INC7332490,2025-01-21 09:15:38,2025-01-22 09:44:54,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : JM : PH : AD - Password Reset,Access/Lockout,Password Reset,France
INC7332450,2025-01-21 08:40:49,2025-01-22 03:37:30,4 - Low,Autoclosed,1,SAP_SECURITY,IN: NSH: PH: SAP - Need to know SAP roles of user ZJGDM3 to copy them on another user(User insisted),Error Message,Error Message,Turkey
INC7332449,2025-01-21 08:38:43,2025-01-28 05:35:36,4 - Low,Autoclosed,1,SAP_SECURITY_PH1,IN:VGM:PH: SAP-->access to t-code AR06 in PH1 company code 2210- please assign to IT security ,Error Message,Error Message,United Kingdom
INC7332364,2025-01-21 08:12:00,2025-01-21 08:13:17,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:VGM:PH: AD-->Account disabled,Access/Lockout,Disabled/Locked,United Kingdom
INC7332296,2025-01-21 06:59:47,2025-02-06 04:02:45,4 - Low,Autoclosed,3,NETWORK_LAN_LEVEL2,IN: SP: PH: No WIFI connection to laptop,Error Message,Failure/Down,Romania
INC7332289,2025-01-21 06:50:20,2025-01-22 08:18:01,4 - Low,Autoclosed,3,EUS_GB_00282,IN:BS:PH- Shared drive - Unable to edit /copy/save in i drive  - Environmental Management System folder ,Functionality Error,Break/Fix,United Kingdom
INC7332274,2025-01-21 06:37:12,2025-01-28 03:24:51,4 - Low,Autoclosed,1,SAP_PH1_PURCHASE_TO_PAY,IN : JM : PH - SAP - SAP PH1 - Vendor 117356 Excel schedule is empty and no schedule data in SWP.,Error Message,Error Message,United Kingdom
INC7332271,2025-01-21 06:26:47,2025-01-21 06:50:47,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : Active Directory Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7332265,2025-01-21 06:19:42,2025-01-22 05:12:46,4 - Low,Autoclosed,1,Security_UAA,"IN: SP: PH: Network Drive - Need to change the folder location, but it seems in use",Error Message,Failure/Down,United Kingdom
INC7332237,2025-01-21 06:05:16,2025-01-28 06:18:53,4 - Low,Closed,1,EUS_Global_Remote_Support,IN:VGM:PH: Microsoft office-->Need French MS office,Functionality Error,Not Performing As Expected,France
INC7332236,2025-01-21 06:04:55,2025-01-21 06:52:56,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : AD account locked,Access/Lockout,Locked Account,United Kingdom
INC7332171,2025-01-21 05:41:34,2025-01-27 02:47:27,4 - Low,Closed,1,SAP_SECURITY,IN: NSH: PH: SAP QE1 - User cannot log in to the system.,Error Message,Error Message,Poland
INC7332153,2025-01-21 05:20:37,2025-01-21 07:13:38,4 - Low,Closed,1,SAP_EAI,IN: SP: PH: SAP EAI - Export shipment idocs not processing from SAP PH1 to 3rd party system Precision correctly,Error Message,Error Message,United Kingdom
INC7332069,2025-01-21 04:51:30,2025-01-21 05:26:32,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : Wi-Fi - Laptop not connecting to Wi-Fi,Error Message,Failure/Down,United Kingdom
INC7332041,2025-01-21 04:08:24,2025-01-21 06:59:38,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : no access to SNOW after Zscaler installation,Error Message,Error Message,Romania
INC7332034,2025-01-21 04:07:09,2025-01-21 06:35:58,4 - Low,Closed,0,SERVICEDESK_INDIA,IN: JM : PH -AD account locked - Successful.,Access/Lockout,Locked Account,France
INC7332009,2025-01-21 03:53:03,2025-01-21 05:50:27,4 - Low,Autoclosed,1,EUS_GB_00274,IN: SP: PH: Onsite - External monitor,Error Message,Error Message,United Kingdom
INC7331979,2025-01-21 03:22:15,2025-01-27 02:33:57,4 - Low,Closed,1,SAP_ORDER_FULFILLMENT,IN : RR : PH : SAP - Request to block ship,Error Message,Error Message,Turkey
INC7331935,2025-01-21 03:11:12,2025-01-21 08:24:41,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN: AL: BW - BitLocker: Bit locker issue - Recovery key prompted upon reboot,Recovery key prompted upon reboot,Drive Recovery/ Decrypt/ Repair,Romania
INC7331915,2025-01-21 02:58:12,2025-01-21 07:56:05,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN:PAK:PH: MS Word - User is facing issue with MS Word ,Error Message,Failure/Down,Romania
INC7331880,2025-01-21 02:43:48,2025-01-21 09:10:22,4 - Low,Autoclosed,1,Messaging,IN: MKR: PH: O365 - Error with Phinia Account,Functionality Error,Data Incorrect/Missing/Other,France
INC7331873,2025-01-21 02:39:47,2025-01-21 03:40:07,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : Status Check on INC7330576 and RITM5254722,Coaching,Technical Question,Turkey
INC7331872,2025-01-21 02:39:11,2025-01-22 00:41:31,4 - Low,Autoclosed,1,EUS_TR_00269,Configuration on Assigned PC,Coaching,Configuration,Turkey
INC7331792,2025-01-21 01:38:43,2025-01-23 08:32:55,4 - Low,Closed,1,EUS_PL_20030,IN : RR : PH : BSOD - Repeated BSOD,Error Message,Error Message,Poland
INC7331681,2025-01-20 21:46:37,2025-01-21 05:57:28,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,202-FR-SWA077-L2.delphidrive.com Not Responding,Functionality Error,Slow/No Response,France
INC7331378,2025-01-20 12:14:44,2025-01-28 00:31:10,4 - Low,Autoclosed,1,SAP_PH1_ORDER_FULFILLMENT,IN: VB: PH: SAP - Issue with Pricing update job in PH1,Error Message,Error Message,United Kingdom
INC7331343,2025-01-20 11:52:30,2025-01-30 04:52:42,4 - Low,Closed,1,EUS_GB_00282,IN : ND : PH : Onsite - Laptop resource usage,Error Message,Error Message,United Kingdom
INC7331325,2025-01-20 11:45:47,2025-02-06 07:42:42,4 - Low,Closed,1,EUS_GB_00274,IN:HMV: PH: GILLTOFF00059 - Bluetooth failure,Error Message,Error Message,United Kingdom
INC7331312,2025-01-20 11:11:33,2025-01-21 04:47:47,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : ND : PH : Power automate - need help with power automate,Error Message,Error Message,United Kingdom
INC7331297,2025-01-20 10:43:08,2025-01-22 08:26:34,4 - Low,Autoclosed,1,Messaging,IN : AK : PH - Teams : User cant contact external customers using Teams ,Functionality Error,Break/Fix,France
INC7331265,2025-01-20 10:24:00,2025-01-30 06:03:46,4 - Low,Autoclosed,3,Global Directory Services,IN:BS:PH- Mail - I am unable to access my spam,Functionality Error,Break/Fix,United Kingdom
INC7331181,2025-01-20 09:43:18,2025-01-22 06:11:51,4 - Low,Autoclosed,1,Corporate Web Applications,IN : JM : PH - SharePoint - Unable to access the site.,Functionality Error,Data Incorrect/Missing/Other,France
INC7331102,2025-01-20 08:35:52,2025-01-29 03:03:09,4 - Low,Closed,1,SAP_SECURITY,IN:BS:PH- SAP- SAP PN1 - New Roles - Migration from Delphi do Phinia,Error Message,Error Message,Poland
INC7331071,2025-01-20 08:14:01,2025-01-23 05:33:30,4 - Low,Closed,1,EUS_TR_00269,IN : RR : PH : Automatic software push trying and failing,Error Message,Error Message,Turkey
INC7331037,2025-01-20 08:03:45,2025-02-14 09:05:41,4 - Low,Autoclosed,1,SAP_FI/CO,IN: SP: PH: SAP - Calculation Error on UMC ,Error Message,Error Message,Turkey
INC7331023,2025-01-20 07:53:43,2025-01-21 04:49:56,4 - Low,Autoclosed,2,EUS_GB_10610,IN:VGM:PH: Cannot install my new I-Phone,Functionality Error,Not Performing As Expected,Germany
INC7331021,2025-01-20 07:36:23,2025-01-20 07:50:14,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : impossible to update TEAMS on BASLTOFF0068,Error Message,Error Message,Luxembourg
INC7331019,2025-01-20 07:33:51,2025-01-20 11:19:35,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,Blonie-PL-WAP05@default location WAP down,Functionality Error,Slow/No Response,Poland
INC7330995,2025-01-20 07:19:18,2025-01-20 07:21:31,4 - Low,Autoclosed,0,APP_ENG_CAD_FULL,IN: AL: PH - Teamcenter: TEAMCENTER major mulfunction,Error Message,Error Message,Poland
INC7330994,2025-01-20 07:16:37,2025-01-27 04:59:16,4 - Low,Autoclosed,1,EUS_PL_10682,IN:VGM:PH: Computer unstable ,Functionality Error,Not Performing As Expected,Poland
INC7330918,2025-01-20 05:48:51,2025-01-22 05:26:49,4 - Low,Autoclosed,6,SERVICEDESK_INDIA,IN : RR : PH : O365 - Office license expiring issue.,Functionality Error,Slow/No Response,Poland
INC7330915,2025-01-20 05:32:54,2025-01-20 05:35:51,4 - Low,Autoclosed,0,APP_ENG_CAD_FULL,IN: AL: PH - Teamcenter: TEAMCENTER major mulfunction,Error Message,Error Message,Poland
INC7330910,2025-01-20 05:11:03,2025-01-23 01:13:54,4 - Low,Autoclosed,1,SAP_SECURITY,IN : JM : PH - SAP - SAP access.,Error Message,Error Message,United Kingdom
INC7330898,2025-01-20 05:05:47,2025-01-23 08:37:23,4 - Low,Autoclosed,1,SAP_SECURITY_PH1,User migration - cannot reset password,Error Message,Error Message,Romania
INC7330886,2025-01-20 04:58:25,2025-01-21 04:05:19,4 - Low,Autoclosed,1,EUS_GB_00274,IN: SP: PH: Onsite - Screens Turning  off  Graphical  Artefacts ,Error Message,Error Message,United Kingdom
INC7330726,2025-01-20 03:20:59,2025-01-24 05:28:45,4 - Low,Closed,1,SAP_SECURITY,IN : RR : PH : SAP - One PHINIA ID - SAP PG1 and PN1 User ID Migration,Error Message,Error Message,Poland
INC7330720,2025-01-20 03:17:37,2025-01-20 03:53:32,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: RK: PH: SAP: Need PHINIA ID for GRC login.,Training,Technical Question,Turkey
INC7330665,2025-01-20 02:43:31,2025-01-20 03:38:31,4 - Low,Closed,0,SERVICEDESK_INDIA,IN: AL: PH - AD: AD account locked,Access/Lockout,Locked Account,France
INC7330664,2025-01-20 02:35:10,2025-01-20 03:06:47,4 - Low,Autoclosed,1,EUS_TR_00269,Onedrive configuration,Coaching,Configuration,Turkey
INC7330663,2025-01-20 02:34:22,2025-01-20 03:07:12,4 - Low,Autoclosed,1,EUS_TR_00269,Printer required,Coaching,Configuration,Turkey
INC7330652,2025-01-20 02:29:59,2025-01-20 03:29:08,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:PAK:PH: Shared Drive - Shared map network drive issue,Coaching,Technical Question,Poland
INC7330614,2025-01-20 02:00:57,2025-02-06 02:41:37,4 - Low,Autoclosed,1,SAP_SECURITY,IN: AL: PH - SAP: SAP GRC SNC Approach set up,Error Message,Error Message,Romania
INC7330576,2025-01-20 01:35:25,2025-01-24 03:23:11,4 - Low,Autoclosed,1,Security_UAA,IN:PAK:PH: Shared Drive - Share Drive access not completed,Functionality Error,Data Incorrect/Missing/Other,Turkey
INC7330509,2025-01-20 00:09:52,2025-01-21 03:15:52,4 - Low,Autoclosed,0,EUS_TR_00269, DT Media Rotation trizmp-bu01: Izmir - Weekending 24-01-2025 GSL 269,Tape Swap,Scheduled,Turkey
INC7330496,2025-01-19 23:46:39,2025-01-20 07:19:58,4 - Low,Autoclosed,0,EUS_RO_10304,"DT Media rotation for Week Ending 24-01-2025 - Device: ROIAS-AP04 IASI, Romania GSL 10304",Tape Swap,Scheduled,Romania
INC7329479,2025-01-18 04:43:18,2025-01-18 04:47:11,4 - Low,Closed,0,SERVICEDESK_INDIA,IN: SP: PH: Status Check on Incident - INC7327981,Coaching,Technical Question,United Kingdom
INC7328695,2025-01-17 11:06:38,2025-01-17 13:14:03,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:RS:PH:Outlook-Mailbox is full,Coaching,Configuration,Romania
INC7328688,2025-01-17 11:01:45,2025-01-21 09:08:11,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,20034-LU-WAP01@Luxembourg WAP down,Functionality Error,Slow/No Response,Luxembourg
INC7328646,2025-01-17 10:19:39,2025-01-17 10:27:06,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS:PH- Status Check on Incident  INC7328495,Coaching,Technical Question,France
INC7328592,2025-01-17 09:47:59,2025-01-20 09:27:51,4 - Low,Autoclosed,1,EUS_PL_10682,IN: NSH: PH: Azure Ford - PHINIA blocks in azure Ford account downloading data,Error Message,Error Message,Poland
INC7328558,2025-01-17 09:25:23,2025-01-17 09:55:17,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH - Status Check on Incident / Request - SCTSK5325240,Coaching,Technical Question,United Kingdom
INC7328513,2025-01-17 09:01:53,2025-01-17 09:32:25,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,"IN:VGM:PH: Après mise à jour SAP, il est désintallé",Functionality Error,Not Performing As Expected,France
INC7328495,2025-01-17 08:58:04,2025-01-23 04:01:37,4 - Low,Closed,1,EUS_FR_00202,IN:BS:PH- Wifi - I'have connection issue with WIFI,Error Message,Failure/Down,France
INC7328409,2025-01-17 08:43:53,2025-01-21 07:44:35,4 - Low,Autoclosed,0,EUS_GB_00274,Replace the faulty hard disk on ukgilp-dd01 – Gillingham ESXI host.,Functionality Error,Break/Fix,United Kingdom
INC7328407,2025-01-17 08:14:13,2025-01-31 06:44:45,4 - Low,Autoclosed,1,SAP_PURCHASE_TO_PAY,IN: NSH: PH: SAP PN1 outputs - buyers do not receive automatic outputs of SAP documents.,Error Message,Error Message,Romania
INC7328332,2025-01-17 08:06:29,2025-01-20 01:28:33,4 - Low,Autoclosed,0,EDI_GXS_Customer,Daily Monitoring  - ASN Failed DN 65199218 Customer VW - Failed ENTITY Lookup Value = 0000767632RO10SHPADV~856,Error Message,Error Message,Romania
INC7328325,2025-01-17 07:11:17,2025-01-17 08:08:51,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH - Admin rights :  Need admin access to install OneStream Excel Add in,Error Message,Failure/Down,Poland
INC7328317,2025-01-17 07:04:08,2025-01-20 05:58:37,4 - Low,Closed,1,APP_ENG_GES_FULL,IN : JM : PH - GES ACCESS AND USER ACCOUNT - Unable to access.,Functionality Error,Data Incorrect/Missing/Other,Romania
INC7328304,2025-01-17 06:55:06,2025-01-21 03:53:03,4 - Low,Autoclosed,1,EUS_GB_00282,IN: NSH: PH: Ethernet issue - Ethernet port not live.,Error Message,Error Message,United Kingdom
INC7328266,2025-01-17 06:36:34,2025-01-31 09:09:43,4 - Low,Autoclosed,5,Global Network Services,IN:VGM:PH:remove VPN access for John Leney - joleney@phinia.com,Functionality Error,Not Performing As Expected,United Kingdom
INC7328265,2025-01-17 06:26:25,2025-01-29 09:35:15,4 - Low,Autoclosed,1,SAP_ORDER_FULFILLMENT,IN : RR : PH : SAP - JIT - T661W-  unlouding point 855N55  to  maintain for  ship to 761313 ,Error Message,Error Message,Romania
INC7328249,2025-01-17 06:14:54,2025-01-21 04:20:42,4 - Low,Closed,1,EUS_SCCM,IN : RR : PH : Can not install Microsoft Visio,Functionality Error,Feature/Functionality,United Kingdom
INC7328235,2025-01-17 05:55:17,2025-01-17 07:27:06,4 - Low,Closed,1,EDI_TECCOM,IN: NSH: PH: SAP PH1 025 - Shop order reversal (261 > 262 movement change via CO13).,Error Message,Error Message,United Kingdom
INC7328219,2025-01-17 05:47:18,2025-01-27 06:01:57,4 - Low,Autoclosed,2,SAP_PURCHASE_TO_PAY,IN:VGM:PH: EDI-->Vendor unable to see EDI,Functionality Error,Not Performing As Expected,Turkey
INC7328161,2025-01-17 05:15:32,2025-01-21 07:01:18,4 - Low,Autoclosed,1,EUS_FR_00202,IN : RR : PH : Impossible de formater les cartes PCMCIA (flash disk),Error Message,Error Message,France
INC7328120,2025-01-17 04:50:10,2025-01-17 05:42:54,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: NSH: PH: Need to raise complaint - RITM5252688 past due date and not finished.,Coaching / Other,Configuration,United Kingdom
INC7328112,2025-01-17 04:47:59,2025-02-21 02:39:15,4 - Low,Autoclosed,1,SAP_Label_Management_PH1,IN:VGM:PH: SAP label format for Volvo injector new customer,Error Message,Error Message,Romania
INC7328063,2025-01-17 04:15:36,2025-01-17 04:30:08,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : JM : PH - Status Check on Incident INC7327981,Coaching,Technical Question,United Kingdom
INC7328046,2025-01-17 04:09:01,2025-02-18 07:15:07,4 - Low,Autoclosed,1,SAP_SECURITY,IN : RR : PH : SAP PN1 - SAP_DT_SECURITY - Issue  with enabler role,Error Message,Error Message,France
INC7328016,2025-01-17 03:52:37,2025-01-20 02:54:46,4 - Low,Autoclosed,0,SAP_SECURITY,Please deactivate the password in PG1 for users that are converted.,Error Message,Error Message,Romania
INC7328002,2025-01-17 03:44:43,2025-01-17 03:47:36,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:VGM:PH: Active Directory-->Password reset,Access/Lockout,Password Reset,United Kingdom
INC7327984,2025-01-17 03:29:39,2025-01-20 04:26:11,4 - Low,Autoclosed,2,APP_ENG_PDM_PLM_FULL,IN : JM : PH - TEAMCENTER USER ID REGISTRATION - USER ACCESS - Support with Teamscenter login issue.,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7327981,2025-01-17 03:26:16,2025-01-18 11:13:47,4 - Low,Closed,0,SERVICEDESK_INDIA,IN: NSH: PH: O365 - O365 license moved from E3 to E1.,Coaching,Technical Question,United Kingdom
INC7327980,2025-01-17 03:25:35,2025-01-17 03:34:30,4 - Low,Closed,0,SERVICEDESK_INDIA,"On SharePoint https://phinia.sharepoint.com/sites/5002492/diesel/sitepages/diesel%20top%205.aspx, Excel extraction of the data is not working",,,Spain
INC7327921,2025-01-17 02:56:00,2025-01-17 10:27:16,4 - Low,Autoclosed,0,EUS_FR_00202,RE: Blois || HP:MSL G3 Series_frblo-fp01 (LTO3) & HP:MSL G3 Series_frblo-fp01_LTO5 || Libraries Decommission || CTASK0624940 ,Tape Swap,Scheduled,France
INC7327881,2025-01-17 02:55:22,2025-01-17 03:08:49,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - Active Directory Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7327496,2025-01-16 15:38:18,2025-01-17 06:53:49,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN: VB: PH: One stream - OneStream Quick View Excel Add-in INSTALLATION.,Functionality Error,Slow/No Response,Poland
INC7327265,2025-01-16 11:33:02,2025-01-21 09:58:07,4 - Low,Autoclosed,1,SAP_PH1_FI/CO,IN:HMV: PH: SAP - PH1 How to run debit memo report,Error Message,Error Message,United Kingdom
INC7327134,2025-01-16 10:10:13,2025-01-16 13:18:58,2 - High,Autoclosed,1,SAP_EAI,P2-INC7327134-EMEA-Aftermarket-Unable to transfer the files from SAP PH1 to External Vendor at site10610 - Warwick - United Kingdom on 16th Jan'25,Error Message,Error Message,United Kingdom
INC7327116,2025-01-16 10:07:27,2025-01-21 04:22:17,3 - Moderate,Closed,0,SAP_EAI,AS2 connection with GEODIs,Error Message,Error Message,United Kingdom
INC7327061,2025-01-16 09:30:54,2025-01-16 10:56:47,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH- AD : Active Directory Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7327038,2025-01-16 09:51:50,2025-01-16 10:19:27,4 - Low,Autoclosed,0,SERVICEDESK_ARGENTINA,Enable and change password of  user profile  SERAJE     Seraje Asha Jyothi on system LI010941.,Access/Lockout,Cannot Logon,United Kingdom
INC7327037,2025-01-16 09:05:03,2025-01-16 10:19:12,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: NSH: PH: Whitlisting - Cannot open www.reawire.com(3rd party website),Coaching / Other,Configuration,Poland
INC7327030,2025-01-16 08:59:40,2025-01-20 01:21:13,4 - Low,Autoclosed,2,Security_UAA,IN:VGM:PH: Can't access \\ROIAS-FP03\groupe01$\ME AQE2,Functionality Error,Not Performing As Expected,Romania
INC7327009,2025-01-16 08:47:17,2025-01-17 06:21:56,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : JM : PH - AD account locked,Access/Lockout,Locked Account,Turkey
INC7327000,2025-01-16 08:44:08,2025-01-19 00:40:00,3 - Moderate,Closed,1,SAP_Basis Level 3,QE2 - Huge volume of IDOCs ,Error Message,Error Message,United Kingdom
INC7326932,2025-01-16 08:05:04,2025-01-16 08:12:15,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:VGM:PH: Please give below users access to see meetings booked in titanconferencefacility.cruklea@phinia.com,Functionality Error,Feature/Functionality,United Kingdom
INC7326870,2025-01-16 07:34:09,2025-01-20 09:04:03,4 - Low,Autoclosed,3,Messaging,IN:BS:PH- VISIO - Unable to access Visio ,License Issue,O365,United Kingdom
INC7326843,2025-01-16 07:12:36,2025-01-27 06:33:09,4 - Low,Autoclosed,4,SAP_PH1_FI/CO,IN : JM : PH - SAP - Additional Payment Terms in SAP PH1.,Error Message,Error Message,Poland
INC7326760,2025-01-16 06:11:12,2025-01-16 07:07:26,4 - Low,Closed,1,EUS_GB_00282,IN: NSH: PH: Hardware issue - Laptop crashing intermittently.,Functionality Error,Break/Fix,United Kingdom
INC7326731,2025-01-16 05:44:29,2025-01-16 07:46:56,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - Active Directory Password Reset,Access/Lockout,Password Reset,France
INC7326729,2025-01-16 05:37:07,2025-02-14 05:14:11,4 - Low,Closed,1,EUS_GB_00274,IN : JM : PH - Adapter Issue - Laptop WIFI adapter Broken.,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7326693,2025-01-16 04:50:55,2025-01-20 04:17:55,4 - Low,Autoclosed,1,EDI_GXS_Vendor,Supplier Scherdel do not see demands for SA 550948450 or 550940564,Error Message,Error Message,Turkey
INC7326645,2025-01-16 04:22:08,2025-01-17 08:04:56,4 - Low,Autoclosed,1,EUS_RO_10304,IN:BS:PH- Recover deleted files from my Laptop (desktop),Functionality Error,Break/Fix,Romania
INC7326638,2025-01-16 04:20:23,2025-01-28 10:03:48,4 - Low,Autoclosed,1,SAP_SECURITY_PH1,IN : RR : PH : SAP - Investigate FF log sync for FF MDM IDs,Error Message,Error Message,Romania
INC7326603,2025-01-16 04:04:45,2025-01-27 03:10:41,4 - Low,Autoclosed,0,SAP_FI/CO,To Maintain ControllingVersion PN1 ,Error Message,Error Message,Romania
INC7326578,2025-01-16 03:35:57,2025-01-16 08:47:38,4 - Low,Autoclosed,1,EUS_RO_10304,IN : RR : PH : Excel - Excel Sharepoint Issue.,Functionality Error,Break/Fix,Romania
INC7326531,2025-01-16 03:05:26,2025-01-16 03:49:18,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - account locked,Access/Lockout,Locked Account,Poland
INC7326520,2025-01-16 02:59:28,2025-02-04 04:11:35,4 - Low,Autoclosed,6,Global Directory Services,IN:HP:PH Change display language in Microsoft 365,Error Message,Insufficient Resources,Germany
INC7326507,2025-01-16 02:57:15,2025-01-20 23:50:52,4 - Low,Autoclosed,2,APP_ENG_CAD_PDM_PLM_POOL, AutoCAD  - License issue ,Error Message,Error Message,United Kingdom
INC7326121,2025-01-15 15:44:45,2025-01-20 05:41:43,4 - Low,Closed,1,SAP_SECURITY, IN: VB: PH: Reset password and unlock SAP generic user  - route to SapSecurityGlobalOperations <SapSecurityGlobalOperations@phinia.com>,Error Message,Error Message,Romania
INC7325960,2025-01-15 12:40:56,2025-01-20 11:22:12,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,10657-RO-SWC01-L3.phinia.local Not Responding,Functionality Error,Slow/No Response,Romania
