number,sys_created_on,short_description,location,assignment_group,reassignment_count,opened_at,problem_id,priority,u_ci_type,u_resolved,close_code,u_complaint_or_complement,u_complaint_compliment_created,u_on_hold_reason,incident_state,u_priority_count,u_reopened,contact_type,category,u_category,cmdb_ci
INC7323694,14/01/2025 03:56,IN:RK:PH: SAP:  problems with SAP PH1 documents,10682 - Krakow - Poland,EUS_PL_10682,6,14/01/2025 03:56,,4 - Low,Basis PN1,28/01/2025 03:27,Resolved - Permanent Fix,"Complaint: Current status: 
- Krakow users are not able to print documents directly from SAP PH1.
- SAP printer name: KRAPRMFP001
- Error message - Warninig device offline
- Local IT checked physical printer, confirmed it's working and other documents can be print, printing from SAP PN1 is working fine.
- The ticket has already been passed back and forth between Local IT and SAP Support several times without resolution.

Required Actions:
- cross-team meeting with Local IT/LAN team and SAP Support to troubleshoot directly",24/01/2025 05:14,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Error Message,Basis PH1
INC7323681,14/01/2025 03:55,IN : JM : PH - AD account locked - successful,00202 - Blois - France,SERVICEDESK_INDIA,0,14/01/2025 03:55,,4 - Low,Active Directory,14/01/2025 05:51,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Access/Lockout,BLSLTOFF00183
INC7323679,14/01/2025 03:49,IN : RR : PH : Unable to add iPhone to the MDM,20030 - Rzeszow - Poland,SERVICEDESK_INDIA,2,14/01/2025 03:49,,4 - Low,Service Now,15/01/2025 04:05,Referred to Service Request,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Service Catalog,RZELTOFF00027
INC7323677,14/01/2025 03:46,"IN:BS:PH- AD Account Phinia Bellanger, Gwenole AD Locked, Please unlock this account urgently",00202 - Blois - France,SERVICEDESK_INDIA,2,14/01/2025 03:46,,4 - Low,Active Directory,14/01/2025 08:37,Client Resolved,,,Attempting to reach End User,Autoclosed,,FALSE,Shoulder Tap,,Access/Lockout,BLSLTOFF0043
INC7323670,14/01/2025 03:45,IN:VGM:PH: blue screen,00202 - Blois - France,EUS_Global_Remote_Support,1,14/01/2025 03:45,,4 - Low,Laptop,14/01/2025 06:21,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,BLSLTOFF00483
INC7323669,14/01/2025 03:45,IN: SP: PH: Network Drive - Mapped Network drive not working on PC but working on Laptop.,00274 - Gillingham - United Kingdom,Security_UAA,1,14/01/2025 03:45,,4 - Low,Microsoft Windows,14/01/2025 08:14,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,GILDTOFF0066
INC7323661,14/01/2025 04:20,IN:HP:PH GES account is deactivated,00274 - Gillingham - United Kingdom,APP_ENG_GES_FULL,1,14/01/2025 03:32,,4 - Low,GES User ID Registration Website,15/01/2025 02:04,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Functionality Error,GES
INC7323634,14/01/2025 03:22,"IN : JM : PH - SAP - User cannot write the picked qty part, it is blocked.",00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_PURCHASE_TO_PAY,1,14/01/2025 03:22,,4 - Low,Material Management PN1,21/01/2025 08:10,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Phone,,Error Message,Material Management PN1
INC7323503,14/01/2025 01:46,IN : RR : PH : SAP - reset password and unlock SAP generic user,10304 - Iasi - Romania,SAP_SECURITY,1,14/01/2025 01:46,,4 - Low,Security PN1,15/01/2025 06:05,Resolved - Permanent Fix,,,,Closed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7323481,14/01/2025 01:08,IN: RK: PH: WI-FI: Can't connect to Wi-Fi,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,14/01/2025 01:08,,4 - Low,Wireless,14/01/2025 01:56,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IZMLTOFF00095
INC7323007,13/01/2025 12:41,IN:RS:PH:Please assist in uploading pdf file to document released in GES.,00274 - Gillingham - United Kingdom,APP_ENG_GES_FULL,1,13/01/2025 12:41,,4 - Low,GES-SAP Interface,15/01/2025 02:00,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,GES
INC7322957,13/01/2025 12:03,IN : AK : PH - FORD USER ACCESS - Problem with connection Ford,10682 - Krakow - Poland,APP_ENG_CAD_PDM_PLM_POOL,1,13/01/2025 12:03,,4 - Low,Microsoft Internet Explorer,20/01/2025 08:42,Advice Given,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,Ford Data Exchange
INC7322887,13/01/2025 11:02,IN : AK : PH - Sharepoint : Not posible to save a new entry on a SharePoint,00195 - Madrid - Spain,Corporate Web Applications,1,13/01/2025 11:02,,4 - Low,Microsoft Sharepoint,14/01/2025 09:16,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Functionality Error,Power Apps
INC7322876,13/01/2025 10:47,IN : JM : PH - SAP -  change the user group.,10304 - Iasi - Romania,SAP_SECURITY,1,13/01/2025 10:47,,4 - Low,Security PN1,14/01/2025 06:46,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,Security PN1
INC7322842,13/01/2025 10:11,IN: SP: PH: Onsite - Internal HP and mic not working,00202 - Blois - France,EUS_FR_00202,1,13/01/2025 10:11,,4 - Low,Laptop,04/02/2025 09:37,Resolved - Permanent Fix,,,Waiting For Parts,Autoclosed,,FALSE,Web Request,,Error Message,BLSDTOFF0035
INC7322799,13/01/2025 09:46,"IN : JM : PH - Change ""CRFBLO, UAP Ass-Test"" ressource name to CRFRBLO, UAP Ass-Test",00202 - Blois - France,EUS_FR_00202,1,13/01/2025 09:46,,4 - Low,Desktop,13/01/2025 11:13,Client Resolved,,,,Closed,,FALSE,Web Request,,Functionality Error,BLSLTOFF00040
INC7322797,13/01/2025 09:45,IN : AK : PH - OMS : Unable to login OMS after password reset.,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,13/01/2025 09:45,,4 - Low,OMS - OPT Manufacturing Systems,13/01/2025 10:38,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Coaching,Operations Management System
INC7322770,13/01/2025 09:37,IN:VGM:PH: RITM5253533-->Status check,20015 - Borg Warner Generic - EMEA,SERVICEDESK_INDIA,0,13/01/2025 09:37,,4 - Low,Status Check,13/01/2025 09:47,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Coaching,RZELTOFF1267
INC7322732,13/01/2025 09:21,IN : AK : PH - Excel : User having issues with Excel ,00202 - Blois - France,EUS_FR_00202,1,13/01/2025 09:21,,4 - Low,Laptop,13/01/2025 09:39,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DLG6WHWL2
INC7322682,13/01/2025 09:00,IN:VGM:PH: No Bluetooth,00274 - Gillingham - United Kingdom,EUS_Global_Remote_Support,1,13/01/2025 09:00,,4 - Low,Laptop,14/01/2025 05:18,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,GILLTOFF00059
INC7322675,13/01/2025 08:58,"IN : AK : PH- SAP : SAP PN1 env reset password for 2 generic account in SAP  , assign to SAP security team ",20030 - Rzeszow - Poland,SAP_SECURITY,1,13/01/2025 08:58,,4 - Low,Security PN1,20/01/2025 03:58,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7322663,13/01/2025 08:50,"IN:VGM:PH: SAP please change owner and reset password for generic account in SAP PL55MDE04 , assign to SAP security team ",20030 - Rzeszow - Poland,SAP_SECURITY,1,13/01/2025 08:50,,4 - Low,Security PN1,20/01/2025 03:58,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7322646,13/01/2025 09:09,IN : JM : PH - Active Directory Password Reset - Successful Password Reset.,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,13/01/2025 08:46,,4 - Low,Active Directory,13/01/2025 09:39,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,DLH6RSJR2
INC7322609,13/01/2025 08:34,IN : RR : PH : AD - Account locked,00202 - Blois - France,Security_UAA,1,13/01/2025 08:34,,4 - Low,Active Directory,14/01/2025 03:31,Client Resolved,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7322600,13/01/2025 08:17,IN : RR : PH : SAP - Can't download a report from PH1 SAP transaction CO26,10610 - Warwick - United Kingdom,SAP_PH1_MANUFACTURING,1,13/01/2025 08:17,,4 - Low,SAP,16/01/2025 08:39,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error,Production Planning PH1
INC7322599,13/01/2025 08:15,Arabic Numbers in adobe,10610 - Warwick - United Kingdom,EUS_GB_10610,1,13/01/2025 08:15,,4 - Low,Adobe Acrobat,13/01/2025 08:47,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,
INC7322592,13/01/2025 08:14,IN : AK : PH- PC : Unstable USB connections,10610 - Warwick - United Kingdom,EUS_GB_10610,1,13/01/2025 08:14,,4 - Low,Laptop,13/01/2025 08:47,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,WARLTOFF0040
INC7322591,13/01/2025 08:13,IN: SP: PH: Onsite - Docking station issues.,10610 - Warwick - United Kingdom,EUS_GB_10610,1,13/01/2025 08:13,,4 - Low,Laptop,13/01/2025 08:48,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,WARLTOFF00107
INC7322548,13/01/2025 07:59,IN:VGM:PH: Premium Freight System - Cannot access to GPFS (Premium Freight System).,00282 - Stonehouse - United Kingdom,APP_COMSUP_SCM,2,13/01/2025 07:59,,4 - Low,Global Premium Freight Website,14/01/2025 04:09,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Global Premium Freight Website
INC7322547,13/01/2025 07:58,IN: SP: PH: SAP PH1 025 - SHPORD Special Scharacters,10610 - Warwick - United Kingdom,EDI_Support (internal),2,13/01/2025 07:58,,4 - Low,ABAP PH1,21/02/2025 09:34,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Electronic Data Interchange
INC7322480,13/01/2025 07:07,NEW SA for VOLVO,20030 - Rzeszow - Poland,EDI_GXS_Customer,0,13/01/2025 07:06,,4 - Low,EDI/GXS,23/01/2025 06:43,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Email,,Error Message,EDI/GXS
INC7322403,13/01/2025 06:13,IN : JM : PH - USB Driver Issue - CAN USB driver is not working. ,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,13/01/2025 06:13,,4 - Low,Server,07/02/2025 04:17,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,GILLTOFF00071
INC7322320,13/01/2025 05:15,IN : RR : PH : Active Directory Password Reset,00202 - Blois - France,SERVICEDESK_INDIA,0,13/01/2025 05:15,,4 - Low,Active Directory,13/01/2025 09:29,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7322319,13/01/2025 05:17,IN:VGM:PH: Active Directory-->Password reset,20032 - Warsaw - Poland,SERVICEDESK_INDIA,0,13/01/2025 05:11,,4 - Low,Active Directory,13/01/2025 05:20,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,WROLTOFF00003
INC7322318,13/01/2025 05:57,IN : RR : PH : SAP - Need access to old files,10610 - Warwick - United Kingdom,SERVICEDESK_INDIA,0,13/01/2025 05:07,,4 - Low,Material Management PH1,13/01/2025 06:05,Advice Given,,,,Autoclosed,,FALSE,Phone,,Error Message,Material Management PH1
INC7322289,13/01/2025 04:51,IN: RK: PH: Status Check: SCTSK5316748- closed complete but user cannot access,10610 - Warwick - United Kingdom,SERVICEDESK_INDIA,0,13/01/2025 04:51,,4 - Low,Status Check,13/01/2025 05:56,Referred to Service Request,,,,Closed,,FALSE,Web Request,,Coaching,WARLTOFF00055
INC7322281,13/01/2025 04:41,IN : JM : PH - ACTIVE DIRECTORY ACCOUNT IS DISABLED - RITM5207539 -  Employee Account Reactivate,10590 - Cergy - France,Security_UAA,1,13/01/2025 04:41,,4 - Low,Active Directory,13/01/2025 05:14,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,CERLTOFF0002
INC7322232,13/01/2025 04:22,IN:PAK:PH: AD - Active Directory Password Reset - Successful,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,13/01/2025 04:04,,4 - Low,Active Directory,13/01/2025 04:25,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7322231,13/01/2025 04:04,IN : RR : PH : Check that the Teams system in Room 1 is working,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,13/01/2025 04:04,,4 - Low,Laptop,13/01/2025 05:41,Health Check,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,DL3SHT733
INC7322228,13/01/2025 04:09,IN:VGM:PH: Active Directory-->Account suspended.,10590 - Cergy - France,SERVICEDESK_INDIA,0,13/01/2025 03:57,,4 - Low,Active Directory,13/01/2025 04:10,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,CERLTOFF0026
INC7322181,13/01/2025 03:24,IN: RK: PH: AD - Account is getting locked frequently.,10682 - Krakow - Poland,SERVICEDESK_INDIA,2,13/01/2025 03:24,,4 - Low,Active Directory,14/01/2025 07:15,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Access/Lockout,KRALTOFF00042
INC7322137,13/01/2025 03:10,IN:PAK:PH: SAP - User is getting SAP access error,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,13/01/2025 03:10,,4 - Low,Microsoft Outlook,13/01/2025 05:10,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,PHINfo,,Error Message,IZMLTOFF00083
INC7322122,13/01/2025 02:52,Macros blocked,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,13/01/2025 02:52,,4 - Low,Microsoft Office,13/01/2025 03:08,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IZMLTOFF00013
INC7322104,13/01/2025 02:47,IN: RK: PH: Status check:  RITM5253666,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,13/01/2025 02:47,,4 - Low,Status Check,13/01/2025 03:20,Advice Given,,,,Autoclosed,,FALSE,Web Request,,Coaching,IZMLTOFF00013
INC7322081,13/01/2025 02:19,IN:HP:PH Hardware : Broken Screen on laptop  GILLTOFF0073. ,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,13/01/2025 02:19,,4 - Low,Laptop,16/01/2025 07:13,Referred to Service Request,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,GILDTSHP00207
INC7322050,13/01/2025 02:00,IN : RR : PH : SAP - Issue with Tcode: emfor (  after NEW SAP software installation ),10304 - Iasi - Romania,SAP_Basis Level 3,3,13/01/2025 02:00,,4 - Low,Security PN1,13/01/2025 09:11,Resolved - Permanent Fix,,,,Closed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7322043,13/01/2025 01:59,IN: MKR: PH: SAP - Issue with SAP Logon 800 not working.,00202 - Blois - France,SAP_Basis Level 3,1,13/01/2025 01:59,,4 - Low,Basis PN1,13/01/2025 09:06,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,PHINfo,,Error Message,Basis PN1
INC7322030,13/01/2025 01:43,IN: MKR: PH: GPFS -  Issue with GPFS app ,10304 - Iasi - Romania,EUS_RO_10304,1,13/01/2025 01:43,,4 - Low,Global Premium Freight Website,13/01/2025 03:04,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,Global Premium Freight Website
INC7322029,13/01/2025 01:39,IN:PAK:PH: SAP - SAP PN1 User ID Migration Problem,20030 - Rzeszow - Poland,SAP_SECURITY,1,13/01/2025 01:39,,4 - Low,Security PN1,17/01/2025 04:25,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,TRUE,Shoulder Tap,,Error Message,Security PN1
INC7322028,13/01/2025 01:39,IN: AL: PH - SAP: Issues with transactions in SAP  - please route to sAP security team SapSecurityGlobalOperations <SapSecurityGlobalOperations@phinia.com>,10304 - Iasi - Romania,SAP_Basis Level 3,3,13/01/2025 01:39,,4 - Low,Security PN1,15/01/2025 02:25,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7322023,13/01/2025 01:29,IN:HP:PH PDFs in SAP do not open,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,13/01/2025 01:29,,4 - Low,Laptop,13/01/2025 03:13,Client Resolved,,,,Autoclosed,,FALSE,Web Request,,Coaching,IZMLTOFF00087
INC7321989,13/01/2025 01:24,IN:PAK:PH: AD account locked - Successful,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,13/01/2025 01:18,,4 - Low,Active Directory,13/01/2025 01:25,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7321963,13/01/2025 00:38,IN: AL: PH - Browser: SFOL and edge do not work,00268 - Izmir - Turkey / ESBAS 3 (PT Phase 2),EUS_Global_Remote_Support,1,13/01/2025 00:38,,4 - Low,Desktop,13/01/2025 03:01,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DELPHI-E97A6CD5
INC7321961,13/01/2025 00:28,Bitlocker key ,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,13/01/2025 00:28,,4 - Low,BitLocker Hard Disk Encryption,13/01/2025 03:02,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Recovery key prompted upon reboot,IZMLTOFF0219
INC7321926,13/01/2025 00:01,End Of Session Report (IDB IDB_FULL_DENILFT-FP01),00202 - Blois - France,HOSTING_BUR,0,13/01/2025 00:01,,4 - Low,Server,13/01/2025 00:14,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7321909,12/01/2025 23:15,DT Media Rotation trizmp-bu01: Izmir - Weekending 17-01-2025 GSL 269,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,0,12/01/2025 23:13,,4 - Low,Server,14/01/2025 03:31,Resolved - Permanent Fix,,,Waiting For Parts,Autoclosed,,FALSE,Email,,Tape Swap,TRIZMP-BU01
INC7321896,12/01/2025 22:30,"DT Media rotation for Week Ending 17-01-2025 - Device: ROIAS-AP04 IASI, Romania GSL 10304",10304 - Iasi - Romania,EUS_RO_10304,0,12/01/2025 22:26,,4 - Low,Server,13/01/2025 02:57,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Email,,Tape Swap,ROIAS-AP04
INC7321538,12/01/2025 13:11,End Of Session Report (GSL_10367_DENILFT-FP02_OMNI_KEY_STORE),00202 - Blois - France,HOSTING_BUR,0,12/01/2025 13:11,,4 - Low,Server,12/01/2025 19:59,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7321345,12/01/2025 08:11,IN: SP: PH: Printer - SAP printer is not working,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,12/01/2025 08:11,,4 - Low,SAP,12/01/2025 08:36,Client Resolved,,,,Autoclosed,,FALSE,Web Request,,Training,IASLTOFF00462
INC7319384,11/01/2025 13:12,End Of Session Report (GSL_10367_DENILFT-FP02_OMNI_KEY_STORE),00202 - Blois - France,HOSTING_BUR,0,11/01/2025 13:12,,4 - Low,Server,11/01/2025 21:02,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7318521,10/01/2025 13:31,End Of Session Report (GSL_10367_DENILFT-FP02_PROD_FS_WEEKLY),00202 - Blois - France,HOSTING_BUR,0,10/01/2025 13:31,,4 - Low,Server,10/01/2025 18:52,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7318491,10/01/2025 13:11,End Of Session Report (GSL_10367_DENILFT-FP02_OMNI_KEY_STORE),00202 - Blois - France,HOSTING_BUR,0,10/01/2025 13:11,,4 - Low,Server,10/01/2025 18:52,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7318457,10/01/2025 12:31,End Of Session Report (GSL_10367_DENILFT-FP01_DAILY_PROD_FS_ALL),00202 - Blois - France,HOSTING_BUR,0,10/01/2025 12:31,,4 - Low,Server,10/01/2025 18:52,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7318433,10/01/2025 11:52,"PR1 - SPRO Display access - Hay, Julie (Warwick) <jhay@phinia.com>",10610 - Warwick - United Kingdom,SAP_SECURITY,0,10/01/2025 11:50,,4 - Low,Security PR1,13/01/2025 04:51,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Email,,Error Message,Security PN1
INC7318395,10/01/2025 11:02,IN : AK : PH - SAP :  SAP SSO Issue - SAP security queue,00202 - Blois - France,SAP_SECURITY,1,10/01/2025 11:02,,4 - Low,Security PH1,17/01/2025 04:31,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Security PH1
INC7318390,10/01/2025 10:28,IN:VGM:PH:SAP-->supplier QAP 119348 cannot raise ASN's in SWP. ,10610 - Warwick - United Kingdom,SAP_PH1_PURCHASE_TO_PAY,1,10/01/2025 10:28,,4 - Low,Material Management PH1,29/01/2025 05:27,Workaround Provided – Confirmed,,,Attempting to reach End User,Autoclosed,,FALSE,PHINfo,,Error Message,Material Management PH1
INC7318269,10/01/2025 09:27,Need to add Driver for new printer in Office,10605 - Duesseldorf - Germany,EUS_Global_Remote_Support,0,10/01/2025 09:25,,4 - Low,Printer,10/01/2025 09:28,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Printing,PHIGLOBAL-VNOKR
INC7318261,10/01/2025 09:17,IN : JM : PH - Shared drive - restore a folder deleted by mistake on Phinia share point. ,00202 - Blois - France,Corporate Web Applications,1,10/01/2025 09:17,,4 - Low,SharePoint,13/01/2025 08:05,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,SharePoint Online
INC7318199,10/01/2025 08:45,IN: NSH: PH: SAP PN1 - Update version WINSHTLQ component Winshuttle FM v12.1 (User insisted),00202 - Blois - France,SAP_Basis Level 3,1,10/01/2025 08:45,,4 - Low,Basis PN1,16/01/2025 05:27,Advice Given,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Basis PN1
INC7318160,10/01/2025 08:26,IN : AK : PH -  AD : User contacted for frequent account locked issue. ,00282 - Stonehouse - United Kingdom,EUS_GB_00282,2,10/01/2025 08:14,,4 - Low,Active Directory,16/01/2025 01:24,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7318132,10/01/2025 08:03,20030-RZENwSw-MorseM-11.phinia.local Node or connection down,20030 - Rzeszow - Poland,NETWORK_LAN_LEVEL2,0,10/01/2025 08:02,,4 - Low,Switch,10/01/2025 09:02,Health Check,,,Awaiting On-Site/Local Response,Autoclosed,,FALSE,Event,,Functionality Error,20030-RZENWSW-MORSEM-11
INC7318131,10/01/2025 08:00,IN:BS:PH- PC - Need Configuration for New Laptop,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,10/01/2025 08:00,,4 - Low,Microsoft Windows,10/01/2025 08:37,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Shoulder Tap,,Functionality Error,DL4D6J2T2
INC7318125,10/01/2025 07:47,IN : AK : PH - MFA issue,20033 - Wroclaw - Poland,Security_UAA,1,10/01/2025 07:47,,4 - Low,Web Portal,14/01/2025 09:56,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,Azure AD Authentication Connected Service
INC7318087,10/01/2025 07:03,IN : JM : PH - Qliksense - Impossible to update Qliksense desktop.,00202 - Blois - France,EUS_FR_00202,1,10/01/2025 07:03,,4 - Low,Desktop,13/01/2025 03:59,Advice Given,,,Awaiting Resolver Response,Autoclosed,,FALSE,Web Request,,Functionality Error,BLSLTOFF0276
INC7318084,10/01/2025 06:51,IN: NSH: PH: Teams - Teams Chat - Organizer has left company - want to be able to take over as organizer and rename the chat.,00274 - Gillingham - United Kingdom,Messaging,1,10/01/2025 06:51,,4 - Low,Microsoft Lync,13/01/2025 04:20,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,GILLTOFF0130
INC7318063,10/01/2025 06:40,IN:VGM:PH: Please add printers to my laptop,00282 - Stonehouse - United Kingdom,EUS_GB_10610,1,10/01/2025 06:40,,4 - Low,Printer,10/01/2025 06:45,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Functionality Error,STHLTOFF00091
INC7318048,10/01/2025 06:27,IN:BS:PH- AD- Unable to change the PC password,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,10/01/2025 06:27,,4 - Low,Active Directory,10/01/2025 07:03,Client Resolved,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Access/Lockout,DL9SQB273
INC7318018,10/01/2025 06:08,IN : JM : PH - Active Directory Password Reset -  Successful Password Reset.,00202 - Blois - France,SERVICEDESK_INDIA,0,10/01/2025 06:08,,4 - Low,Active Directory,10/01/2025 07:25,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,DUP-BLSLTOFF00029
INC7318017,10/01/2025 06:07,IN: NSH: PH: Outlook License Issue - User unable to access desktop outlook as E3 license is removed.,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,10/01/2025 06:07,,4 - Low,Microsoft Outlook,10/01/2025 07:01,Advice Given,,,,Autoclosed,,FALSE,Web Request,,Coaching,IASLTOFF0125
INC7318016,10/01/2025 06:07,IN:VGM:PH: reset mot de passe ,00202 - Blois - France,SERVICEDESK_INDIA,0,10/01/2025 06:07,,4 - Low,Active Directory,10/01/2025 07:19,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Access/Lockout,BLSLTOFF0469
INC7318015,10/01/2025 06:03,IN:BS:PH- Browser - I can not  enter with Incognito mode in the Crome browser.,10304 - Iasi - Romania,EUS_RO_10304,1,10/01/2025 06:03,,4 - Low,Microsoft Windows,10/01/2025 09:59,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Functionality Error,DL207V7Y2
INC7317986,10/01/2025 05:40,IN : JM : PH - Wifi Issue - Problème connexion réseau ,00202 - Blois - France,EUS_FR_00202,1,10/01/2025 05:40,,4 - Low,WAN,29/01/2025 05:13,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Web Request,,Functionality Error,DUP-BLSLTOFF00029
INC7317979,10/01/2025 05:34,IN: NSH: PH: VPN -  Not able to connect it Global Protect (Duplicate of INC7317959),00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,10/01/2025 05:34,,4 - Low,VPN,10/01/2025 06:09,Duplicate Incident,,,,Autoclosed,,FALSE,Web Request,,Coaching,GILDTOFF00207
